genome	Clade1	type	Subclade	Family	Genus	Species	original_Subclade	original_Subgroup	original_Family	original_Genus	original_Species	Subclade_assignment_source	Family_assignment_source	Genus_assignment_source	Species_assignment_source	Subclade_assignment_confidence	Family_assignment_confidence	Genus_assignment_confidence	Species_assignment_confidence	Family_bac120_crown_node	Family_SAR11_165_crown_node	Subclade_bac120_crown_node	Subclade_SAR11_165_crown_node	Genus_bac120_crown_node	Genus_SAR11_165_crown_node	Family_bac120_crown_support	Family_SAR11_165_crown_support	Subclade_bac120_crown_support	Subclade_SAR11_165_crown_support	Genus_bac120_crown_support	Genus_SAR11_165_crown_support	Family_dual_tree_support	Subclade_dual_tree_support	Genus_dual_tree_support	species_reference_genome	ANI_to_species_reference	AAI_to_species_reference
AG-905-D16	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-895-F07	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-920-L11	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-909-G09	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-919-N17	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-422-C21	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-911-E02	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-893-M03	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-892-M06	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-891-J04	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-426-I21	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-901-G03	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-919-P09	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-287-F15	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-457-M14	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-461-P14	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-900-M14	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-337-G11	I	SAG	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-K15	I	SAG	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	762	768	762	768	762	768	1	1	1	1	1	1	1	1	1	NA	NA	NA
AAA795-D22	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.3.III	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	706	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AG-447-O23	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.3.III	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	706	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AG-426-P08	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.3.III	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	706	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AH-321-N11	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.3.III	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	706	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AH-324-K07	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.3.III	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	706	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AG-390-O04	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.3.III	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	706	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AG-325-C18	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	717	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AG-359-P18	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	717	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
SAG-MED13	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	717	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AG-325-L02	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	744	746	NA	NA	NA	NA	0.98	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
SAG-MED47	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	744	746	NA	NA	NA	NA	0.98	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
AG-325-L05	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	744	746	NA	NA	NA	NA	0.98	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
AG-390-M07	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	744	746	NA	NA	NA	NA	0.98	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
SAG-MED01	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	744	746	NA	NA	NA	NA	0.98	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
AG-333-D08	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	744	746	NA	NA	NA	NA	0.98	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
AG-447-N08	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	744	NA	NA	NA	NA	0.98	1	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA
AG-410-L19	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	760	802	NA	NA	NA	NA	0.82	1	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA
AG-447-K09	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	760	802	NA	NA	NA	NA	0.82	1	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA
AG-359-F04	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	744	NA	NA	NA	NA	0.93	1	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
AG-426-I10	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	744	NA	NA	NA	NA	0.93	1	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
AG-410-K05	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	744	NA	NA	NA	NA	0.93	1	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
AG-892-C18	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	744	NA	NA	NA	NA	0.93	1	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
AG-914-L04	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	746	NA	NA	NA	NA	0.93	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
AG-447-L14	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	744	NA	NA	NA	NA	0.93	1	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
AG-893-P10	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.4	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	744	NA	NA	NA	NA	0.93	1	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
AG-325-G21	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.5	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-430-G11	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.5	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-916-J11	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.5	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-913-C02	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.5	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-390-G13	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.5	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-439-C18	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.5	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-333-K06	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	547	547	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-430-J21	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	547	547	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-892-K09	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	547	547	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-895-G15	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	547	547	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-414-B08	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	547	547	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-439-B12	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	547	547	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-439-E23	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	547	547	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-426-C04	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	547	547	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-439-G19	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	547	547	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-905-E11	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.2.a	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	878	890	NA	NA	NA	NA	0.97	0.9	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-913-O18	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.2.a	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	878	890	NA	NA	NA	NA	0.97	0.9	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-426-K09	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.2.a	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	875	889	NA	NA	NA	NA	1	0.9	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-447-N21	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.2.a	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	875	873	NA	NA	NA	NA	1	0.8	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA
AG-404-J20	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.2.b	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	874	873	NA	NA	NA	NA	1	0.8	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA
AG-898-P13	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.2.b	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	874	873	NA	NA	NA	NA	1	0.8	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA
AG-920-I23	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.2.b	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	874	873	NA	NA	NA	NA	1	0.8	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA
AG-404-B04	I	SAG	NA	Pelagibacteraceae	NA	NA	Ib.2.b	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	874	873	NA	NA	NA	NA	1	0.8	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA
AG-333-N15	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-365-L04	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-365-O14	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-404-O05	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-430-K07	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-892-L05	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-414-L04	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-464-P13	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-404-O18	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-430-B09	I	SAG	NA	Pelagibacteraceae	NA	NA	Ia.1	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	551	551	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-430-A11	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	555	555	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
GCF_000006905.1_ASM690v1_genomic	outgroup	isolate	NA	Caulobacteraceae	Caulobacter	vivbrioides	NA	NA	Caulobacteraceae	Caulobacter	vivbrioides	NA	Retained outgroup classification	Retained outgroup classification	Retained outgroup classification	NA	retained_outgroup	retained_outgroup	retained_outgroup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000014745.1_ASM1474v1_genomic	outgroup	isolate	NA	Maricaulaceae	Maricaulis	maris	NA	NA	Maricaulaceae	Maricaulis	maris	NA	Retained outgroup classification	Retained outgroup classification	Retained outgroup classification	NA	retained_outgroup	retained_outgroup	retained_outgroup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_003324715.1_ASM332471v1_genomic	outgroup	isolate	NA	Rhodobacteraceae	Cereibacter	sphaeroides	NA	NA	Rhodobacteraceae	Cereibacter	sphaeroides	NA	Retained outgroup classification	Retained outgroup classification	Retained outgroup classification	NA	retained_outgroup	retained_outgroup	retained_outgroup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000006965.1_ASM696v1_genomic	outgroup	isolate	NA	Rhizobiaceae	Sinorhizobium	melioti	NA	NA	Rhizobiaceae	Sinorhizobium	melioti	NA	Retained outgroup classification	Retained outgroup classification	Retained outgroup classification	NA	retained_outgroup	retained_outgroup	retained_outgroup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000017145.1_ASM1714v1_genomic	outgroup	isolate	NA	Rhizobiaceae	Sinorhizobium	medicae	NA	NA	Rhizobiaceae	Sinorhizobium	medicae	NA	Retained outgroup classification	Retained outgroup classification	Retained outgroup classification	NA	retained_outgroup	retained_outgroup	retained_outgroup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000007125.1_ASM712v1_genomic	outgroup	isolate	NA	Brucellaceae	Brucella	melitensis	NA	NA	Brucellaceae	Brucella	melitensis	NA	Retained outgroup classification	Retained outgroup classification	Retained outgroup classification	NA	retained_outgroup	retained_outgroup	retained_outgroup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000054005.1_ASM5400v1_genomic	outgroup	isolate	NA	Brucellaceae	Brucella	abortus	NA	NA	Brucellaceae	Brucella	abortus	NA	Retained outgroup classification	Retained outgroup classification	Retained outgroup classification	NA	retained_outgroup	retained_outgroup	retained_outgroup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_000026145.1_ASM2614v1_genomic	outgroup	isolate	NA	Bradyrhizobiaceae	Bradyrhizobium	sp.	NA	NA	Bradyrhizobiaceae	Bradyrhizobium	sp.	NA	Retained outgroup classification	Retained outgroup classification	Retained outgroup classification	NA	retained_outgroup	retained_outgroup	retained_outgroup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
