genome_id	genome_size_bp	gc_percent	n_contigs	n50	min_contig_length	max_contig_length	n_proteins	median_protein_length	mean_protein_length	p95_protein_length	max_protein_length	COG_coverage	KO_coverage	Pfam_coverage	any_annotation_coverage	completeness	contamination	completeness_model	translation_table	coding_density	checkm2_contig_n50	checkm2_average_gene_length	checkm2_genome_size	checkm2_gc_content	checkm2_total_coding_sequences	checkm2_total_contigs	checkm2_max_contig_length	checkm2_notes	quality_class	clade_1	clade_2	subclade	subgroup	Order	Family	Genus	Species	reference	type_strain_Freel_2024	genome_type	depth	latitude	longitude	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source
HIMB2305	1366736	29.47	29	173722	1092	286769	1419	273	306.53981677237493	680.3999999999996	1522	87.59689922480621	60.04228329809725	89.14728682170544	91.75475687103594	99.71	0.34	Neural Network (Specific Model)	11	0.966	173722	306.8664812239221	1366736	0.29	1438	29	286769	None	High completeness	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	NA	Freel et al., (2024)	NA	Isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB4	1382291	28.95	1	1382291	1382291	1382291	1453	269	304.07708189951825	641.1999999999996	2064	87.61183757742602	59.1878871300757	89.12594631796283	92.08534067446662	99.98	0.06	Neural Network (Specific Model)	11	0.96	1382291	304.53397391901166	1382291	0.29	1457	1	1382291	None	High completeness	I	Ia	Ia.3.III	Ia.3.III	Pelagibacterales	Pelagibacteraceae	Littoralipelagibacter	koolauensis	Brandon M.S. thesis (2006)	TRUE	Isolate	2	21.43545	-157.77755	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Brandon M.S. thesis (2006); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB5	1343202	28.63	1	1343202	1343202	1343202	1431	261	301.1174004192872	658	1909	85.88399720475192	59.04961565338924	86.58280922431865	90.56603773584906	100	0.26	Neural Network (Specific Model)	11	0.963	1343202	301.8848569434752	1343202	0.29	1433	1	1343202	None	High completeness	I	Ia	Ia.3.II	Ia.3.II	Pelagibacterales	Pelagibacteraceae	Coralipelagibacter	heeiaensis	Brandon (2006)	TRUE	Isolate	2	21.52735	-157.80912	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Brandon (2006); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HTCC1002	1328618	29.74	4	1324008	1055	1324008	1375	264	304.9578181818182	678.3	3259	88.07272727272726	60.43636363636363	88.43636363636364	91.7090909090909	99.27	0.05	Neural Network (Specific Model)	11	0.949	1324008	305.77374909354603	1328618	0.3	1379	4	1324008	None	High completeness	I	Ia	Ia.1	Ia1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Rappe et al., (2002)	NA	Isolate	10	44.651667	-124.41167	0-100m	northern_temperate	CCAL	Coastal - California Upwelling Coastal Province	marine	Oregon coastal Pacific Ocean	Rappe et al., (2002); coordinate in table; Longhurst CCAL
HTCC1013	1301122	29.67	5	741014	426	741014	1346	268	306.8209509658247	678.75	1572	88.55869242199108	62.184249628528974	89.673105497771175	92.42199108469539	99.28	0.04	Neural Network (Specific Model)	11	0.956	741014	307.1129985228951	1301122	0.3	1354	5	741014	None	High completeness	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Rappe et al., (2002)	NA	Isolate	10	44.651667	-124.41167	0-100m	northern_temperate	CCAL	Coastal - California Upwelling Coastal Province	marine	North Pacific Ocean	Rappe et al., (2002); coordinate in table; Longhurst CCAL; inferred waterbody North Pacific Ocean
HTCC1016	1297098	29.54	4	794419	4427	794419	1350	266.5	303.23925925925926	658.8499999999997	1557	87.77777777777777	60.51851851851852	88.22222222222223	91.11111111111111	99.62	0.05	Neural Network (Specific Model)	11	0.954	794419	305.2538745387454	1297098	0.3	1355	4	794419	None	High completeness	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	JGI/IMG	NA	Isolate	NA	NA	NA	NA	NA	NA	NA	marine	Oregon coastal Pacific Ocean	Oregon Coast isolate; NCBI BioProject PRJNA165601; JGI Project 400409; JGI/IMG entry lacks coordinates
HTCC1040	1274624	29.55	1	1274624	1274624	1274624	1337	275	304.35078534031413	642.6000000000001	1501	88.7060583395662	62.45325355272999	89.75317875841436	92.37097980553479	99.55	0.34	Neural Network (Specific Model)	11	0.961	1274624	305.0618479880775	1274624	0.3	1342	1	1274624	None	High completeness	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Rappe et al., (2002)	NA	Isolate	10	44.651667	-124.41167	0-100m	northern_temperate	CCAL	Coastal - California Upwelling Coastal Province	marine	North Pacific Ocean	Rappe et al., (2002); coordinate in table; Longhurst CCAL; inferred waterbody North Pacific Ocean
HTCC1062	1308759	29.68	1	1308759	1308759	1308759	1349	270	310.1401037805782	667.5999999999981	7317	89.62194217939215	61.67531504818384	89.77020014825797	93.18013343217197	99.77	0.03	Neural Network (Specific Model)	11	0.961	1308759	310.99778106508876	1308759	0.3	1352	1	1308759	None	High completeness	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	ubiqueversans	Rappe et al., (2002)	TRUE	Isolate	10	44.651667	-124.41167	0-100m	northern_temperate	CCAL	Coastal - California Upwelling Coastal Province	marine	North Pacific Ocean	Rappe et al., (2002); coordinate in table; Longhurst CCAL; inferred waterbody North Pacific Ocean
HTCC7211	1456888	29.03	1	1456888	1456888	1456888	1541	272	302.7014925373134	659	1501	87.21609344581441	59.05256327060351	87.92991563919533	91.30434782608695	99.91	0.08	Neural Network (Specific Model)	11	0.963	1456888	303.82253886010363	1456888	0.29	1544	1	1456888	None	High completeness	I	Ia	Ia.3.I	Ia.3.I	Pelagibacterales	Pelagibacteraceae	Atlantikopelagibacter	sargassoseensis	Stingl et al., (2007)	TRUE	Isolate	10	31.833333	-64.166667	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Stingl et al., (2007); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
HTCC7214	1375060	29.24	1	1375060	1375060	1375060	1429	280	308.15325402379284	656.3999999999996	1501	89.78306508047585	62.00139958012596	90.76277116864941	93.56193142057383	99.99	0.21	Neural Network (Specific Model)	11	0.963	1375060	309.3046820405311	1375060	0.29	1431	1	1375060	None	High completeness	I	Ia	Ia.3.I	Ia.3.I	Pelagibacterales	Pelagibacteraceae	Atlantikopelagibacter	NA	Stingl et al., (2007)	NA	Isolate	10	31.833333	-64.166667	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Stingl et al., (2007); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
HTCC7217	1433611	28.8	1	1433611	1433611	1433611	1497	277	306.92985971943887	674.4000000000001	1501	88.30995323981296	59.719438877755515	88.77755511022045	92.0507682030728	99.86	0.02	Neural Network (Specific Model)	11	0.963	1433611	307.90460306871245	1433611	0.29	1499	1	1433611	None	High completeness	I	Ia	Ia.3.I	Ia.3.I	Pelagibacterales	Pelagibacteraceae	Atlantikopelagibacter	NA	Stingl et al., (2007)	NA	Isolate	10	31.833333	-64.166667	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Stingl et al., (2007); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
HTCC8051	1395018	29.2	1	1395018	1395018	1395018	1460	280	306.13835616438354	644.05	1501	88.42465753424658	60.2054794520548	89.31506849315069	92.32876712328768	99.98	0.12	Neural Network (Specific Model)	11	0.963	1395018	307.00205058099795	1395018	0.29	1463	1	1395018	None	High completeness	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacterales	Pelagibacteraceae	Proprepelagibacter	yaqonii	Stingl et al., (2007)	TRUE	Isolate	10	44.651667	-124.17667	0-100m	northern_temperate	CCAL	Coastal - California Upwelling Coastal Province	marine	North Pacific Ocean	Stingl et al., (2007); coordinate in table; Longhurst CCAL; inferred waterbody North Pacific Ocean
HTCC9022	1360964	29.55	10	805404	225	805404	1404	268.5	307.04059829059827	685.5499999999997	3811	86.96581196581197	60.89743589743589	87.67806267806267	90.8119658119658	99.01	0.1	Neural Network (Specific Model)	11	0.956	805404	307.82307147912246	1360964	0.3	1413	10	805404	None	High completeness	I	Ia	Ia.3.IV	Ia.3.IV	Pelagibacterales	Pelagibacteraceae	Proprepelagibacter	NA	JGI/IMG	NA	Isolate	NA	NA	NA	NA	NA	NA	NA	marine	Oregon Coast, Northeast Pacific Ocean	White et al. (2019) Supplementary Table 2 lists HTCC9022 origin as Oregon Coast; NCBI BioSample SAMN02440781 lists environment as Marine
HTCC9565	1279674	28.92	3	763172	4365	763172	1353	268	301.02365114560234	646.1999999999996	1501	86.40059127864006	59.42350332594235	87.87878787878788	90.53954175905396	99.06	0.04	Neural Network (Specific Model)	11	0.958	763172	301.33382352941175	1279674	0.29	1360	3	763172	None	High completeness	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	yakuwasiensis	Grote et al., (2012)	TRUE	Isolate	NA	44.4	-128.5	NA	northern_temperate	CCAL	Coastal - California Upwelling Coastal Province	marine	North Pacific Ocean	Grote et al., (2012); coordinate in table; Longhurst CCAL; inferred waterbody North Pacific Ocean
IMCC9063	1284727	31.67	1	1284727	1284727	1284727	1420	249.5	285.6992957746479	638.1499999999999	1520	86.26760563380282	55.91549295774648	86.33802816901408	90.28169014084507	100	1.69	Neural Network (Specific Model)	11	0.948	1284727	286.2331460674157	1284727	0.32	1424	1	1284727	None	High completeness	III	IIIa	IIIa.3	IIIa.3	Pelagibacterales	Allofontibacteraceae	NA	NA	Oh et al., (2011)	NA	Isolate	NA	79.001944	11.309167	NA	northern_polar	BPLR	Polar - Boreal Polar Province (POLR)	brackish_coastal	Coastal waters near Ny-Alesund, Kongsfjorden, Svalbard	Oh et al. (2011): isolated from coastal surface seawater near Ny-Alesund; Dupont et al. (2014) and Lanclos et al. (2023): IMCC9063/IIIa.3 classified as brackish- or mesohaline-adapted
LSUCC0261	1270890	30.46	1	1270890	1270890	1270890	1327	274	304.48681235870384	645.7	1503	90.20346646571214	63.677467972871135	90.65561416729466	93.594574227581	99.99	0	Neural Network (Specific Model)	11	0.956	1270890	305.390977443609	1270890	0.3	1330	1	1270890	None	High completeness	III	IIIa	IIIa.3	IIIa.3	Pelagibacterales	Allofontibacteraceae	NA	NA	Lanclos et al., (2023)	NA	Isolate	1	29.760164	-93.340159	0-100m	northern_temperate	CARB	Trades - Caribbean Province	brackish	Calcasieu Jetties, Cameron, Louisiana	NCBI BioSample SAMN30087845; Lanclos et al. (2023)
LSUCC0530	1160202	29.02	1	1160202	1160202	1160202	1231	263	300.3996750609261	644.5	1504	88.22095857026807	64.4191714053615	91.22664500406174	93.25751421608447	99.88	0.03	Neural Network (Specific Model)	11	0.957	1160202	301.4021121039805	1160202	0.29	1231	1	1160202	None	High completeness	III	IIIb	IIIb	IIIb.16_LD12	Pelagibacterales	Allofontibacteraceae	Allofontibacter	communis	Henson et al., (2018)	TRUE	Isolate	1	29.872035	-89.672819	0-100m	northern_temperate	CARB	Trades - Caribbean Province	freshwater_oligohaline	Lake Borgne, Louisiana	NCBI BioSample SAMN07786750; Henson et al. (2018)
LSUCC0664	1170396	30.19	1	1170396	1170396	1170396	1253	259	299.41739824421387	647	2394	88.34796488427773	62.250598563447724	89.30566640063847	92.01915403032721	99.98	0	Neural Network (Specific Model)	11	0.963	1170396	300.13375796178343	1170396	0.3	1256	1	1170396	None	High completeness	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Lanclos et al., (2023)	NA	Isolate	1	29.760164	-93.340159	0-100m	northern_temperate	CARB	Trades - Caribbean Province	brackish	Calcasieu Jetties, Cameron, Louisiana	NCBI BioSample SAMN30087846; Lanclos et al. (2023)
LSUCC0723	1204848	29.45	1	1204848	1204848	1204848	1306	260	295.2978560490046	643.25	1502	87.05972434915773	60.41347626339969	87.82542113323125	90.73506891271057	99.99	0.04	Neural Network (Specific Model)	11	0.961	1204848	295.93048128342247	1204848	0.29	1309	1	1204848	None	High completeness	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Lanclos et al., (2023)	NA	Isolate	1	29.760164	-93.340159	0-100m	northern_temperate	CARB	Trades - Caribbean Province	brackish	Calcasieu Jetties, Cameron, Louisiana	NCBI BioSample SAMN30087847; Lanclos et al. (2023)
ME-17	1059009	29.61	1	1059009	1059009	1059009	1152	254	292.17534722222223	645.45	1503	87.84722222222221	64.93055555555556	89.58333333333334	91.84027777777779	98.8	0.01	Neural Network (Specific Model)	11	0.954	1059009	292.77209705372616	1059009	0.3	1154	1	1059009	None	High completeness	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	Isolate	5	50.1794	12.587602	0-100m	northern_temperate	LAKE	Medard Lake	freshwater_lake	Lake Medard, Czechia	Fernandes et al. (2025) Supplementary Table 2
ME-18	1087980	29.5	1	1087980	1087980	1087980	1170	257	295.5777777777778	645	1503	89.23076923076924	65.55555555555556	90.42735042735043	92.90598290598291	97.85	0	Neural Network (Specific Model)	11	0.955	1087980	296.5909479077711	1087980	0.3	1171	1	1087980	None	High completeness	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	Isolate	5	50.1794	12.587602	0-100m	northern_temperate	LAKE	Medard Lake	freshwater_lake	Lake Medard, Czechia	Fernandes et al. (2025) Supplementary Table 2
ME-20	1078651	29.7	1	1078651	1078651	1078651	1151	260	298.0217202432667	646	1503	89.748045178106	66.46394439617723	91.13814074717637	93.83145091225022	99.17	0	Neural Network (Specific Model)	11	0.955	1078651	298.5888985255854	1078651	0.3	1153	1	1078651	None	High completeness	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	Isolate	5	50.1794	12.587602	0-100m	northern_temperate	LAKE	Medard Lake	freshwater_lake	Lake Medard, Czechia	Fernandes et al. (2025) Supplementary Table 2
ME-31	1102656	29.34	1	1102656	1102656	1102656	1177	261	298.55395072217505	641.8000000000002	1503	88.95497026338148	65.25063721325404	90.39932030586236	93.03313508920985	99.44	0	Neural Network (Specific Model)	11	0.957	1102656	299.35568760611204	1102656	0.29	1178	1	1102656	None	High completeness	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	Isolate	5	50.1794	12.587602	0-100m	northern_temperate	LAKE	Medard Lake	freshwater_lake	Lake Medard, Czechia	Fernandes et al. (2025) Supplementary Table 2
ME-33	1112841	29.26	1	1112841	1112841	1112841	1196	259	295.5735785953177	642	1538	88.87959866220736	64.21404682274247	90.46822742474916	92.97658862876254	99.31	0	Neural Network (Specific Model)	11	0.954	1112841	296.1711185308848	1112841	0.29	1198	1	1112841	None	High completeness	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	Isolate	5	50.1794	12.587602	0-100m	northern_temperate	LAKE	Medard Lake	freshwater_lake	Lake Medard, Czechia	Fernandes et al. (2025) Supplementary Table 2
MED1116	870948	28.7	21	49855	11791	145779	953	260	289.5183630640084	635	1502	86.88352570828961	57.712486883525706	86.56873032528857	89.50682056663169	86.22	1.56	Neural Network (Specific Model)	11	0.961	49855	289.43698347107437	870948	0.29	968	21	145779	None	Medium completeness	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Tully et al. (2018)	NA	MAG	NA	NA	NA	NA	NA	NA	NA	marine	Mediterranean Sea	NCBI BioSample SAMN07619617; Tully et al. (2018) metagenomic assembly
MED602	1879045	31.75	60	64415	7522	293646	2153	215	271.8848118903855	654.3999999999999	2603	60.24152345564329	36.41430562006502	61.72782164421737	66.37250348351138	99.63	6.34	Neural Network (Specific Model)	11	0.957	64415	274.609211126311	1879045	0.32	2193	60	293646	None	Medium completeness	III	IIIa	IIIa.2	IIIa.2	Pelagibacterales	Allofontibacteraceae	NA	NA	Tully et al. (2018)	NA	MAG	NA	NA	NA	NA	NA	NA	NA	marine	Mediterranean Sea	NCBI BioSample SAMN07619618; Tully et al. (2018) metagenomic assembly
MED605	1605601	29.13	73	33183	7597	82324	1725	249	290.56	649.5999999999999	2762	72.86956521739131	43.47826086956522	72.98550724637681	77.44927536231884	91.07	7.36	Neural Network (Specific Model)	11	0.96	33183	288.3864653243848	1605601	0.29	1788	73	82324	None	Medium completeness	I	Ic	Ic.2	Ic.2	Pelagibacterales	Mesopelagibacteraceae	Mesopelagibacter	NA	Tully et al. (2018)	NA	MAG	NA	NA	NA	NA	NA	NA	NA	marine	Mediterranean Sea	NCBI BioSample SAMN07619619; Tully et al. (2018) metagenomic assembly
MED-G40	911758	29.61	8	205872	10847	287187	966	266.5	302.7691511387164	677.75	1498	88.81987577639751	65.63146997929607	91.09730848861284	93.37474120082815	85.48	0.03	Neural Network (Specific Model)	11	0.971	205872	303.99794661190964	911758	0.3	974	8	287187	None	Medium completeness	II	IIa	IIa.A	IIa.A.2	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Haro-Moreno et al. (2018)	NA	MAG	NA	37.35361	0.286194	NA	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Haro-Moreno et al. (2018); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea
MiE-29	1107443	29.43	1	1107443	1107443	1107443	1188	260	295.54208754208753	645	1503	88.38383838383838	63.97306397306397	90.15151515151516	92.76094276094277	99.06	0.07	Neural Network (Specific Model)	11	0.952	1107443	296.43818334735073	1107443	0.29	1189	1	1107443	None	High completeness	III	IIIb	IIIb	IIIb.9	Pelagibacterales	Allofontibacteraceae	Allofontibacter	abundans	Fernandes et al., (2025)	NA	Isolate	5	50.653611	13.944444	0-100m	northern_temperate	LAKE	Most Lake	freshwater_lake	Lake Milada, Czechia	Fernandes et al. (2025) Supplementary Table 2
MKE-138	1065806	29.62	1	1065806	1065806	1065806	1140	258	297.38859649122804	646.05	1503	89.29824561403508	66.75438596491227	91.05263157894737	93.24561403508773	97.59	0.01	Neural Network (Specific Model)	11	0.957	1065806	298.09448818897636	1065806	0.3	1143	1	1065806	None	High completeness	III	IIIb	IIIb	IIIb.9	Pelagibacterales	Allofontibacteraceae	Allofontibacter	abundans	Fernandes et al., (2025)	NA	Isolate	0.5	50.066111	13.932222	0-100m	northern_temperate	LAKE	Lake Milada	freshwater_lake	Klicava Reservoir, Czechia	Fernandes et al. (2025) Supplementary Table 2
NP1	1365705	29.55	1	1365705	1365705	1365705	1463	261	297.6937799043062	650.7999999999997	1733	84.00546821599453	57.21120984278879	85.16746411483254	88.65345181134656	97.71	0.13	Neural Network (Specific Model)	11	0.958	1365705	298.20313565098843	1365705	0.3	1467	1	1365705	None	High completeness	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	giovannonii	Morris et al., (2020)	TRUE	Isolate	40	47.83065	-129.74983	0-100m	northern_temperate	CCAL	Coastal - California Upwelling Coastal Province	marine	North Pacific Ocean	Morris et al., (2020); coordinate in table; Longhurst CCAL; inferred waterbody North Pacific Ocean
RIS-SAG-41	1132620	30.02	43	121576	2041	201083	1186	260	295.8912310286678	637.75	1501	86.42495784148399	59.86509274873525	87.43676222596964	90.21922428330524	90.37	0.01	Neural Network (Specific Model)	11	0.956	121576	295.796568627451	1132620	0.3	1224	43	201083	None	High completeness	I	Ia	Ia.1	Ia.1.I	Pelagibacterales	Pelagibacteraceae	Pelagibacter	NA	Martinez-Perez et al., (2022)	NA	SAG	NA	-80.65767	-174.46263	NA	southern_polar	APLR	Polar - Austral Polar Province	marine	Southern Ocean	Martinez-Perez et al., (2022); coordinate in table; Longhurst APLR; inferred waterbody Southern Ocean
RS39	1200090	29.21	1	1200090	1200090	1200090	1265	274	305.00395256916994	642.5999999999999	1501	88.300395256917	61.10671936758894	89.0909090909091	92.25296442687747	99.99	0.01	Neural Network (Specific Model)	11	0.965	1200090	305.29472025216705	1200090	0.29	1269	1	1200090	None	High completeness	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Jimenez-Infante et. al., (2017)	NA	Isolate	19	22.304498	38.753591	0-100m	northern_tropical	REDS	Coastal - Red Sea, Persian Gulf Province	marine	Red Sea	Jimenez-Infante et. al., (2017); coordinate in table; Longhurst REDS; inferred waterbody Red Sea
RS40	1378905	29.43	1	1378905	1378905	1378905	1404	281	315.53846153846155	686.5499999999997	2894	89.17378917378917	61.039886039886035	89.88603988603988	92.66381766381767	99.96	0.14	Neural Network (Specific Model)	11	0.965	1378905	315.99076704545456	1378905	0.29	1408	1	1378905	None	High completeness	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	microceni	Jimenez-Infante et. al., (2017)	TRUE	Isolate	19	22.304498	38.753591	0-100m	northern_tropical	REDS	Coastal - Red Sea, Persian Gulf Province	marine	Red Sea	Jimenez-Infante et. al., (2017); coordinate in table; Longhurst REDS; inferred waterbody Red Sea
SAG-MED01	1167589	28.42	19	154766	2042	272112	1257	258	294.35322195704055	647.8000000000002	1501	85.91885441527445	57.19968178202068	86.63484486873509	89.49880668257757	94.71	0.01	Neural Network (Specific Model)	11	0.959	154766	294.2191673212883	1167589	0.28	1273	19	272112	None	High completeness	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0	41.670417	2.800167	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea
