accession	orthogroup	match_type	gene_name	cog_gene	ko_name	pfam_names	gene_id	genome	ko_id	cog_id	pident
A0A350P665	OG0004002	Homologous structure reference			No Annotation	No Annotation	MED602_01119	MED602			52
A0A5J6N4R6	OG0004002	Homologous structure reference			No Annotation	No Annotation	MED602_01119	MED602			54
A0A382P2B4	OG0004003	Homologous structure reference			No Annotation	No Annotation	MED602_00991	MED602			59.1
A0A382DQA5	OG0004004	Homologous structure reference			No Annotation	No Annotation	AG-439-D15_01034	AG-439-D15			44.5
A0A382Z148	OG0004004	Homologous structure reference			No Annotation	No Annotation	AG-439-D15_01034	AG-439-D15			45.7
A0A382ZIL2	OG0004004	Homologous structure reference			No Annotation	No Annotation	MED602_01292	MED602			65.7
A0A382DJW7	OG0004005	Homologous structure reference			No Annotation	No Annotation	MED602_00993	MED602			56
A0A382DMS3	OG0004005	Homologous structure reference			No Annotation	No Annotation	MED602_00993	MED602			54.4
A0A382KM38	OG0004005	Homologous structure reference			No Annotation	No Annotation	MED602_00993	MED602			76.3
A0A382SHH0	OG0004005	Homologous structure reference			No Annotation	No Annotation	MED602_00993	MED602			52
A0A7K4MRH1	OG0004006	Homologous structure reference			No Annotation	No Annotation	MED602_00995	MED602			43.6
A0A350NZK3	OG0004007	Homologous structure reference			No Annotation	No Annotation	AG-439-D15_01039	AG-439-D15			39.7
A0A350P0R9	OG0004007	Homologous structure reference			No Annotation	No Annotation	MED602_01303	MED602			59.7
A0A979GVD9	OG0004008	Homologous structure reference	Spo0J	Spo0J	No Annotation	ParBc	AG-439-D15_01083	AG-439-D15		COG1475	30.4
A0A7K4MXA2	OG0004013	Homologous structure reference			No Annotation	No Annotation	MED602_01205	MED602			57.8
A0A382C639	OG0004014	Homologous structure reference			No Annotation	No Annotation	MED602_01240	MED602			54
A0A382F6U0	OG0004014	Homologous structure reference			No Annotation	No Annotation	MED602_01240	MED602			45
A0A382TX43	OG0004014	Homologous structure reference			No Annotation	No Annotation	MED602_01240	MED602			51.2
A0A1J5PLB5	OG0004017	Homologous structure reference			No Annotation	No Annotation	AG-439-E23_01184	AG-439-E23			45.2
A0A6M2ZJB2	OG0004018	Homologous structure reference			No Annotation	No Annotation	AG-439-G19_00123	AG-439-G19			34.8
A9G957	OG0004018	Homologous structure reference			No Annotation	No Annotation	AG-896-F06_00257	AG-896-F06			37
A0A5J6MS08	OG0004025	Homologous structure reference	RpoE	RpoE	RNA polymerase sigma-70 factor, ECF subfamily	Sigma70_r2,Sigma70_r4_2	AG-914-N11_00153	AG-914-N11	K03088	COG1595	39.5
A0A6P1SZC1	OG0004025	Homologous structure reference	RpoE	RpoE	RNA polymerase sigma-70 factor, ECF subfamily	Sigma70_r2,Sigma70_r4_2	AG-914-N11_00153	AG-914-N11	K03088	COG1595	42.4
A0A8J3E0V0	OG0004025	Homologous structure reference	RpoE	RpoE	RNA polymerase sigma-70 factor, ECF subfamily	Sigma70_r2,Sigma70_r4_2	AG-914-N11_00153	AG-914-N11	K03088	COG1595	38.2
Q1N4A3	OG0004025	Homologous structure reference	RpoE	RpoE	RNA polymerase sigma-70 factor, ECF subfamily	Sigma70_r2,Sigma70_r4_2	AG-914-N11_00153	AG-914-N11	K03088	COG1595	39.6
A0A532UYL1	OG0004049	Homologous structure reference			No Annotation	No Annotation	AG-457-B14_00936	AG-457-B14			38.4
A0A520MX80	OG0004051	Homologous structure reference			No Annotation	No Annotation	AG-461-P14_00943	AG-461-P14			56.9
A0A5S9NCF7	OG0004051	Homologous structure reference			No Annotation	No Annotation	AG-457-M14_00522	AG-457-M14			58.2
N9T7X3	OG0004051	Homologous structure reference			No Annotation	No Annotation	AG-457-M14_00522	AG-457-M14			56.1
S3TBZ2	OG0004051	Homologous structure reference			No Annotation	No Annotation	AG-461-P14_00943	AG-461-P14			56.3
A0A1H9JVG3	OG0004053	Homologous structure reference	GstA	GstA	No Annotation	GST_C_2,GST_N_3	AG-457-M14_00588	AG-457-M14		COG0625	35.6
A0A1M5RX04	OG0004053	Homologous structure reference	GstA	GstA	No Annotation	GST_C_2,GST_N_3	AG-900-M14_00836	AG-900-M14		COG0625	35.6
A0A918RJC3	OG0004053	Homologous structure reference	GstA	GstA	No Annotation	GST_C_2,GST_N_3	AG-457-M14_00588	AG-457-M14		COG0625	35.6
K6Z9U6	OG0004053	Homologous structure reference	GstA	GstA	No Annotation	GST_C_2,GST_N_3	AG-457-M14_00588	AG-457-M14		COG0625	35.2
A0A381TI92	OG0004063	Homologous structure reference	ApaG	ApaG	ApaG protein	DUF525	AG-461-P14_00155	AG-461-P14	K06195	COG2967	56.5
A0A382GZX0	OG0004063	Homologous structure reference	ApaG	ApaG	ApaG protein	DUF525	AG-461-P14_00155	AG-461-P14	K06195	COG2967	55.4
Q0ASF3	OG0004063	Homologous structure reference	ApaG	ApaG	ApaG protein	DUF525	AG-461-P14_00155	AG-461-P14	K06195	COG2967	56.1
W9H3T8	OG0004063	Homologous structure reference	ApaG	ApaG	ApaG protein	DUF525	AG-461-P14_00155	AG-461-P14	K06195	COG2967	55.4
A0A0F9HND5	OG0004064	Homologous structure reference	YbdK	YbdK	glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]	GCS2	ARS1_00031	ARS1	K06048	COG2170	48.1
A0A382H4H4	OG0004064	Homologous structure reference	YbdK	YbdK	glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]	GCS2	ARS1_00031	ARS1	K06048	COG2170	64.9
A0A382IL73	OG0004064	Homologous structure reference	YbdK	YbdK	glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]	GCS2	ARS1_00031	ARS1	K06048	COG2170	64.9
A0A382KTU0	OG0004064	Homologous structure reference	YbdK	YbdK	glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]	GCS2	ARS1_00031	ARS1	K06048	COG2170	68.5
A0A382QER5	OG0004064	Homologous structure reference	YbdK	YbdK	glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]	GCS2	ARS1_00031	ARS1	K06048	COG2170	67.7
A0A9D9BXJ3	OG0004074	Homologous structure reference			No Annotation	No Annotation	HIMB1573_01093	HIMB1573			33.9
A0A1B0Z1L5	OG0004088	Homologous structure reference			No Annotation	No Annotation	AG-917-D03_00191	AG-917-D03			47.1
A0A1G9WW41	OG0004089	Homologous structure reference	WcaG	WcaG	No Annotation	Epimerase	AG-892-F15_01101	AG-892-F15		COG0451	38.3
A0A2S9TBJ7	OG0004089	Homologous structure reference	WcaG	WcaG	No Annotation	Epimerase	AG-892-F15_01101	AG-892-F15		COG0451	32.3
A0AAT9GXV5	OG0004089	Homologous structure reference	WcaG	WcaG	No Annotation	Epimerase	AG-892-F15_01101	AG-892-F15		COG0451	31.6
A0AAW9D9T0	OG0004089	Homologous structure reference	WcaG	WcaG	No Annotation	Epimerase	AG-892-F15_01101	AG-892-F15		COG0451	32.9
A0A0H4J3K9	OG0004090	Homologous structure reference	aMBF1	HipB	No Annotation	No Annotation	AG-918-M15_00083	AG-918-M15		COG1813	40.6
A0A1I2GL98	OG0004091	Homologous structure reference			No Annotation	No Annotation	AG-892-K05_00386	AG-892-K05			32.4
A0A4R1NJN0	OG0004091	Homologous structure reference			No Annotation	No Annotation	AG-892-K05_00386	AG-892-K05			34.4
A0A8T6ZBW4	OG0004091	Homologous structure reference			No Annotation	No Annotation	AG-892-K05_00386	AG-892-K05			35.4
A0A9W6N856	OG0004091	Homologous structure reference			No Annotation	No Annotation	AG-892-K05_00386	AG-892-K05			33.9
A0A0U0S636	OG0004093	Homologous structure reference			No Annotation	No Annotation	HIMB058_01193	HIMB058			53.9
A0A916LEK7	OG0004093	Homologous structure reference			No Annotation	No Annotation	HIMB058_01193	HIMB058			52.3
A0A381UZP4	OG0004098	Homologous structure reference			No Annotation	No Annotation	AG-892-M06_00261	AG-892-M06			31.5
A0A1F6PFP0	OG0004100	Homologous structure reference	PgaB	PgaB	No Annotation	Polysacc_deac_1	AG-892-M06_00272	AG-892-M06		COG0726	36.9
A0A2G9ZDT0	OG0004100	Homologous structure reference	PgaB	PgaB	No Annotation	Polysacc_deac_1	ME-31_00208	ME-31		COG0726	42.3
A0A2H0LLU6	OG0004100	Homologous structure reference	PgaB	PgaB	No Annotation	Polysacc_deac_1	AG-892-M06_00272	AG-892-M06		COG0726	42.3
A0A2H0UWJ9	OG0004100	Homologous structure reference	PgaB	PgaB	No Annotation	Polysacc_deac_1	ME-31_00208	ME-31		COG0726	42.3
A0A2M6WY39	OG0004100	Homologous structure reference	PgaB	PgaB	No Annotation	Polysacc_deac_1	ME-31_00208	ME-31		COG0726	42.4
A0A2M4DLJ6	OG0004116	Homologous structure reference			No Annotation	No Annotation	AG-893-P02_01161	AG-893-P02			49.6
A0A372NVL4	OG0004133	Homologous structure reference	BH3996	BH3996	No Annotation	DUF2075	AG-894-E10_00522	AG-894-E10		COG3410	41.2
A0A9X2P5Y7	OG0004133	Homologous structure reference	BH3996	BH3996	No Annotation	DUF2075	AG-894-E10_00522	AG-894-E10		COG3410	42.2
A0A382LQY0	OG0004144	Homologous structure reference			No Annotation	Polysacc_lyase	AG-895-G15_00362	AG-895-G15			47.2
A0A014MAV9	OG0004173	Homologous structure reference	Udk	Udk	phosphoribulokinase [EC:2.7.1.19]	PRK	AG-899-O02_00870	AG-899-O02	K00855	COG0572	41.4
A0A0H5LWN5	OG0004173	Homologous structure reference	Udk	Udk	phosphoribulokinase [EC:2.7.1.19]	PRK	AG-899-O02_00870	AG-899-O02	K00855	COG0572	40.4
A0A3N6SLN7	OG0004173	Homologous structure reference	Udk	Udk	phosphoribulokinase [EC:2.7.1.19]	PRK	AG-899-O02_00870	AG-899-O02	K00855	COG0572	41
A0A7X1PJC1	OG0004173	Homologous structure reference	Udk	Udk	phosphoribulokinase [EC:2.7.1.19]	PRK	AG-899-O02_00870	AG-899-O02	K00855	COG0572	40.6
A0A0H5LXD5	OG0004174	Homologous structure reference	GtrA	GtrA	No Annotation	GtrA	AG-899-O02_00873	AG-899-O02		COG2246	48
A0A5E7HGX3	OG0004174	Homologous structure reference	GtrA	GtrA	No Annotation	GtrA	AG-899-O02_00873	AG-899-O02		COG2246	46.6
A0A7X1PRK8	OG0004174	Homologous structure reference	GtrA	GtrA	No Annotation	GtrA	AG-899-O02_00873	AG-899-O02		COG2246	42.7
A0A644UIP4	OG0004175	Homologous structure reference			No Annotation	No Annotation	AG-899-O02_00881	AG-899-O02			36.9
A0A918JC80	OG0004175	Homologous structure reference			No Annotation	No Annotation	AG-899-O02_00881	AG-899-O02			37.9
A0AAW6VIL3	OG0004175	Homologous structure reference			No Annotation	No Annotation	AG-899-O02_00881	AG-899-O02			36.9
D5V7H6	OG0004175	Homologous structure reference			No Annotation	No Annotation	AG-899-O02_00881	AG-899-O02			37.4
M1P683	OG0004175	Homologous structure reference			No Annotation	No Annotation	AG-899-O02_00881	AG-899-O02			39.2
Q6UCN4	OG0004185	Homologous structure reference	FapA	FapA	No Annotation	No Annotation	AG-901-G03_00772	AG-901-G03		COG1315	73.2
Q6UCN6	OG0004186	Homologous structure reference			No Annotation	No Annotation	AG-901-G03_00775	AG-901-G03			65.8
A0A1J5PCK5	OG0004201	Homologous structure reference			No Annotation	No Annotation	AG-903-O08_01141	AG-903-O08			66.7
A0A1H0EFC4	OG0004203	Homologous structure reference		Fes	No Annotation	No Annotation	Uisw_094_00151	Uisw_094			40.4
A0A1H5RT06	OG0004203	Homologous structure reference		Fes	No Annotation	No Annotation	Uisw_094_00151	Uisw_094			39.4
A0A1H6IR41	OG0004204	Homologous structure reference			No Annotation	No Annotation	AG-913-O18_00675	AG-913-O18			37.5
A0A2W2APY6	OG0004204	Homologous structure reference			No Annotation	No Annotation	AG-913-O18_00675	AG-913-O18			38.3
A0A1Y5TZN5	OG0004206	Homologous structure reference			No Annotation	No Annotation	AG-905-E11_00618	AG-905-E11			40.3
A0A2T5IZH1	OG0004206	Homologous structure reference			No Annotation	No Annotation	AG-905-E11_00618	AG-905-E11			39.5
A0A562QUP9	OG0004206	Homologous structure reference			No Annotation	No Annotation	AG-905-E11_00618	AG-905-E11			38.5
A0A6H1Q411	OG0004208	Close sequence match			No Annotation	No Annotation	NP1_01477	NP1			100
A0A4Q7AK18	OG0004215	Homologous structure reference			No Annotation	Glycos_transf_1	AG-907-C04_00460	AG-907-C04			30.8
A0A519BKG1	OG0004215	Homologous structure reference			No Annotation	Glycos_transf_1	AG-907-C04_00460	AG-907-C04			32.1
A0A5E7N8F1	OG0004216	Homologous structure reference			No Annotation	No Annotation	LSUCC0723_01023	LSUCC0723			40
A0A974NE00	OG0004216	Homologous structure reference			No Annotation	No Annotation	LSUCC0723_01023	LSUCC0723			38.7
A0AAN1CUW7	OG0004216	Homologous structure reference			No Annotation	No Annotation	LSUCC0723_01023	LSUCC0723			39.3
A0A1I5T1M5	OG0004226	Homologous structure reference	CysE	CysE	No Annotation	No Annotation	AG-914-L04_00771	AG-914-L04		COG1045	56.7
A0A2W7TT66	OG0004226	Homologous structure reference	CysE	CysE	No Annotation	No Annotation	AG-914-L04_00771	AG-914-L04		COG1045	53.7
A0AAX2IUN8	OG0004226	Homologous structure reference	CysE	CysE	No Annotation	No Annotation	AG-914-L04_00771	AG-914-L04		COG1045	56
A0A286RGZ6	OG0004230	Homologous structure reference	PfkA	PfkA	No Annotation	PFK	HIMB2305_00002	HIMB2305		COG0205	31.2
A0A517SFX1	OG0004230	Homologous structure reference	PfkA	PfkA	No Annotation	PFK	HIMB2305_00002	HIMB2305		COG0205	31.3
A0A6N7R1X1	OG0004230	Homologous structure reference	PfkA	PfkA	No Annotation	PFK	AG-911-N14_01016	AG-911-N14		COG0205	39.2
A0AAF0CSK7	OG0004230	Homologous structure reference	PfkA	PfkA	No Annotation	PFK	AG-911-N14_01016	AG-911-N14		COG0205	34.9
A0A075HDD1	OG0004232	Homologous structure reference	AmpS	AmpS	aminopeptidase [EC:3.4.11.-]	No Annotation	AG-913-C02_00005	AG-913-C02	K19689	COG2309	46.4
A0A089HVM6	OG0004232	Homologous structure reference	AmpS	AmpS	aminopeptidase [EC:3.4.11.-]	No Annotation	HIMB1485_00437	HIMB1485	K19689	COG2309	42.5
A0A0G1X0A9	OG0004232	Homologous structure reference	AmpS	AmpS	aminopeptidase [EC:3.4.11.-]	No Annotation	HIMB1485_00437	HIMB1485	K19689	COG2309	41.1
A0A0G1ZSY9	OG0004232	Homologous structure reference	AmpS	AmpS	aminopeptidase [EC:3.4.11.-]	No Annotation	HIMB1485_00437	HIMB1485	K19689	COG2309	41.1
A0A1L3EWB9	OG0004233	Homologous structure reference			No Annotation	No Annotation	AG-913-F03_00106	AG-913-F03			41.6
A0A3L9M1X9	OG0004245	Homologous structure reference			No Annotation	No Annotation	ARS1_01101	ARS1			40.2
A0A076F8T1	OG0004250	Homologous structure reference			adenine-specific DNA-methyltransferase [EC:2.1.1.72]	MethyltransfD12	HIMB109_00022	HIMB109	K07318	COG3392	55
A0A1J5GLL7	OG0004250	Homologous structure reference			adenine-specific DNA-methyltransferase [EC:2.1.1.72]	MethyltransfD12	HIMB109_00022	HIMB109	K07318	COG3392	59.2
A0A1U7LXD7	OG0004250	Homologous structure reference			adenine-specific DNA-methyltransferase [EC:2.1.1.72]	MethyltransfD12	HIMB109_00022	HIMB109	K07318	COG3392	54.7
A0A660SHX5	OG0004250	Homologous structure reference			adenine-specific DNA-methyltransferase [EC:2.1.1.72]	MethyltransfD12	HIMB109_00022	HIMB109	K07318	COG3392	57.9
T0JQI0	OG0004250	Homologous structure reference			adenine-specific DNA-methyltransferase [EC:2.1.1.72]	MethyltransfD12	HIMB109_00022	HIMB109	K07318	COG3392	59.6
A0A2H9P9X2	OG0004251	Homologous structure reference			No Annotation	No Annotation	AG-919-N17_01057	AG-919-N17			39.6
Q8VUW4	OG0004251	Homologous structure reference			No Annotation	No Annotation	AG-919-N17_01057	AG-919-N17			43.5
U2G1D0	OG0004251	Homologous structure reference			No Annotation	No Annotation	AG-919-N17_01057	AG-919-N17			40.5
U2ZNE6	OG0004251	Homologous structure reference			No Annotation	No Annotation	AG-919-N17_01057	AG-919-N17			43
A0A1M5WTK1	OG0004260	Homologous structure reference			N-acyl-D-amino-acid deacylase [EC:3.5.1.81]	Amidohydro_3	AG-917-D09_00775	AG-917-D09	K06015	COG3653	57.7
A0A348WIU5	OG0004260	Homologous structure reference			N-acyl-D-amino-acid deacylase [EC:3.5.1.81]	Amidohydro_3	HIMB1623_00040	HIMB1623	K06015	COG3653	58.1
A0A545TPC5	OG0004260	Homologous structure reference			N-acyl-D-amino-acid deacylase [EC:3.5.1.81]	Amidohydro_3	HIMB1623_00040	HIMB1623	K06015	COG3653	57.6
A0A967EWR6	OG0004260	Homologous structure reference			N-acyl-D-amino-acid deacylase [EC:3.5.1.81]	Amidohydro_3	HIMB1623_00040	HIMB1623	K06015	COG3653	59.2
A3SK97	OG0004260	Homologous structure reference			N-acyl-D-amino-acid deacylase [EC:3.5.1.81]	Amidohydro_3	HIMB1623_00040	HIMB1623	K06015	COG3653	58
A0A1W6K8A7	OG0004261	Homologous structure reference			No Annotation	No Annotation	AG-917-D09_01213	AG-917-D09			34.9
A0A3B7LYC7	OG0004261	Homologous structure reference			No Annotation	No Annotation	AH-287-O09_00381	AH-287-O09			34.6
A0A4V2DAS8	OG0004261	Homologous structure reference			No Annotation	No Annotation	AH-287-O09_00381	AH-287-O09			35.6
A0A6M0Q7I0	OG0004261	Homologous structure reference			No Annotation	No Annotation	AH-287-O09_00381	AH-287-O09			34.9
S7Y701	OG0004261	Homologous structure reference			No Annotation	No Annotation	AG-917-D09_01213	AG-917-D09			34.7
A0A1W1BTF6	OG0004269	Homologous structure reference			No Annotation	No Annotation	HTCC1016_01101	HTCC1016			50.5
Q9CLM2	OG0004269	Homologous structure reference			No Annotation	No Annotation	HTCC1016_01101	HTCC1016			43.9
A0A0M0KC85	OG0004273	Homologous structure reference	YuxK	YuxK	No Annotation	DCC1-like	HIMB122_00675	HIMB122		COG3011	40.8
A0A6N6MMW1	OG0004273	Homologous structure reference	YuxK	YuxK	No Annotation	DCC1-like	AG-918-L07_00533	AG-918-L07		COG3011	40.3
A0A848JAZ0	OG0004273	Homologous structure reference	YuxK	YuxK	No Annotation	DCC1-like	AG-918-L07_00533	AG-918-L07		COG3011	40.8
A0ABD4X368	OG0004273	Homologous structure reference	YuxK	YuxK	No Annotation	DCC1-like	AG-918-L07_00533	AG-918-L07		COG3011	40.9
A0A2V3PTC7	OG0004277	Homologous structure reference	GtrA	GtrA	No Annotation	GtrA	HIMB2204_01289	HIMB2204		COG2246	34.8
H1HL84	OG0004277	Homologous structure reference	GtrA	GtrA	No Annotation	GtrA	HIMB2204_01289	HIMB2204		COG2246	37.4
A0A6J6VVU7	OG0004282	Homologous structure reference			No Annotation	No Annotation	HIMB1549_00001	HIMB1549			55.3
A0A6J6WLM6	OG0004282	Homologous structure reference			No Annotation	No Annotation	HIMB1549_00001	HIMB1549			59.2
A0A0A2B6D4	OG0004283	Homologous structure reference	XerD	XerD	No Annotation	Phage_integrase	MED605_01433	MED605		COG4974	61.5
Q7U3L5	OG0004283	Homologous structure reference	XerD	XerD	No Annotation	Phage_integrase	MED605_01433	MED605		COG4974	37.6
A0A5C8CJ72	OG0004284	Homologous structure reference			No Annotation	No Annotation	AH-287-B07_01267	AH-287-B07			31.7
A0A5C8FAD5	OG0004284	Homologous structure reference			No Annotation	No Annotation	AH-287-B07_01267	AH-287-B07			31.9
A0A5C8FUD6	OG0004284	Homologous structure reference			No Annotation	No Annotation	AH-287-B07_01267	AH-287-B07			32.1
A0A5C8GGM3	OG0004284	Homologous structure reference			No Annotation	No Annotation	AH-287-B07_01267	AH-287-B07			32.6
A0A7V3J950	OG0004284	Homologous structure reference			No Annotation	No Annotation	AH-287-B07_01267	AH-287-B07			31.3
A0A2T7G202	OG0004287	Homologous structure reference			No Annotation	No Annotation	HIMB1662_00677	HIMB1662			30.9
A0A381RWW1	OG0004300	Close sequence match	RlhA	RlhA	No Annotation	Peptidase_U32	ETNP2013_S02_SV82_300m_MAG_01_00317	ETNP2013_S02_SV82_300m_MAG_01		COG0826	99
A0A382EUQ7	OG0004301	Homologous structure reference			No Annotation	No Annotation	HIMB1623_00267	HIMB1623			35.8
A0A381QXK3	OG0004302	Close sequence match			No Annotation	No Annotation	ETNP2013_S02_SV82_300m_MAG_01_00499	ETNP2013_S02_SV82_300m_MAG_01			88.1
A0A381QV91	OG0004304	Close sequence match	PorB	PorB	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	TPP_enzyme_C	ARS1_00421	ARS1	K00170	COG1013	96.9
A0A1I1FXW6	OG0004305	Homologous structure reference	CysG	CysG	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	TP_methylase,CysG_dimeriser,NAD_binding_7	ARS1_00649	ARS1	K02303	COG0007	46.4
A0A381RZE3	OG0004305	Homologous structure reference	CysG	CysG	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	TP_methylase,CysG_dimeriser,NAD_binding_7	ARS1_00649	ARS1	K02303	COG0007	86.5
A0A3A8AA52	OG0004305	Homologous structure reference	CysG	CysG	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	TP_methylase,CysG_dimeriser,NAD_binding_7	ARS1_00649	ARS1	K02303	COG0007	46
A0A7W6Q5V7	OG0004305	Homologous structure reference	CysG	CysG	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	TP_methylase,CysG_dimeriser,NAD_binding_7	ARS1_00649	ARS1	K02303	COG0007	46.6
A0A381S1A6	OG0004306	Close sequence match			No Annotation	DUF2849	ETNP2013_S02_SV82_300m_MAG_01_00806	ETNP2013_S02_SV82_300m_MAG_01			86.5
A0A382L9G2	OG0004307	Homologous structure reference			No Annotation	No Annotation	ARS1_00867	ARS1			80
