genome	Clade1	Clade2	Subclade	Subgroup	Family	Genus	Species	Order	reference	type_strain_Freel_2024	type	depth	latitude	longitude	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source	completeness	contamination	coding_density	checkm2_contig_n50	checkm2_average_gene_length	checkm2_genome_size	checkm2_total_coding_sequences	checkm2_total_contigs	checkm2_max_contig_length	N_ARSC	C_ARSC	S_ARSC	GC	Subclade_assignment_source	Family_assignment_source	Genus_assignment_source	Species_assignment_source	Subclade_assignment_confidence	Family_assignment_confidence	Genus_assignment_confidence	Species_assignment_confidence	Family_bac120_crown_node	Family_SAR11_165_crown_node	Subclade_bac120_crown_node	Subclade_SAR11_165_crown_node	Genus_bac120_crown_node	Genus_SAR11_165_crown_node	Family_bac120_crown_support	Family_SAR11_165_crown_support	Subclade_bac120_crown_support	Subclade_SAR11_165_crown_support	Genus_bac120_crown_support	Genus_SAR11_165_crown_support	Family_dual_tree_support	Subclade_dual_tree_support	Genus_dual_tree_support	species_reference_genome	ANI_to_species_reference	AAI_to_species_reference
AH-287-F15	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	15	-3	-166	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean	99.12	0.01	0.961	271352	313.3185840707965	1323050	1356	15	410338	0.327117	3.066915	0.033818	32.93	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-457-M14	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	50	-30	174	0-100m	southern_temperate	ARCH	Trades - Archipelagic Deep Basins Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst ARCH; inferred waterbody South Pacific Ocean	87.45	0	0.961	73014	302.0903814262023	1134891	1206	34	172800	0.325096	3.06465	0.033415	32.32	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-461-P14	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	76	-32.5	-170	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean	88.29	0.03	0.956	87513	304.96356275303646	1178925	1235	27	186302	0.323281	3.061968	0.033155	32.44	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-900-M14	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	87.3	0.05	0.956	177817	305.37566539923955	1256969	1315	23	299664	0.324315	3.073869	0.033168	32.1	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-337-G11	I	Ia	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	14	-26.25	-103.96	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean	86.29	0	0.963	53392	290.67148936170213	1059717	1175	34	112533	0.341242	3.141373	0.03193	29.56	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-K15	I	Ia	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	85.11	0.08	0.962	63816	296.71337579617835	1013316	1099	32	260250	0.343668	3.141	0.031654	29.47	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	762	768	762	768	762	768	1	1	1	1	1	1	1	1	1	NA	NA	NA
AAA795-D22	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Luo et al., (2015); Thompson et al., (2019)	NA	SAG	1	19.75	40.05	0-100m	northern_tropical	REDS	Coastal - Red Sea, Persian Gulf Province	marine	Red Sea	Luo et al., (2015); Thompson et al., (2019); coordinate in table; Longhurst REDS; inferred waterbody Red Sea	86.14	0.05	0.966	79594	290.1893333333333	1010421	1125	68	163519	0.343288	3.146138	0.031539	28.81	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	706	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AG-447-O23	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	21.2	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean	87.38	0.13	0.962	57387	299.0407279029463	1073109	1154	32	206009	0.339553	3.144375	0.032177	28.71	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	706	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AG-426-P08	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	90.8	38.32	-68.87	0-100m	northern_temperate	GFST	Westerlies - Gulf Stream Province	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst GFST; inferred waterbody North Atlantic Ocean	88.72	0.02	0.964	190196	298.76765188834156	1128687	1218	24	235249	0.342114	3.142638	0.032289	28.87	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	706	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AH-321-N11	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	15	5.08	-161.97	0-100m	northern_tropical	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PNEC; inferred waterbody North Pacific Ocean	87.05	0.05	0.961	271025	295.5229276895944	1042751	1134	14	274333	0.345724	3.143307	0.032025	29.08	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	706	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AH-324-K07	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	100	-3.04	-166.01	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean	89.54	0.09	0.962	92534	301.6378091872792	1061141	1132	27	208270	0.343279	3.144616	0.032162	29.12	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	706	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AG-390-O04	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	88.62	0	0.962	65202	296.38796861377506	1056881	1147	31	162751	0.341794	3.138788	0.031742	28.57	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	706	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AG-325-C18	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	14	-23.46	-88.77	0-100m	southern_tropical	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean	92.63	0.04	0.963	139225	296.87456747404843	1065439	1156	22	190308	0.344418	3.148589	0.031759	29.2	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	717	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AG-359-P18	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	91.84	0	0.964	124167	298.1581676750216	1069946	1157	20	227861	0.345458	3.158557	0.031467	29.22	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	717	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
SAG-MED13	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0	41.670417	2.800167	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea	86.17	0	0.96	59163	283.3008695652174	1014964	1150	49	150834	0.342735	3.146165	0.032037	28.9	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	707	717	NA	NA	NA	NA	0.99	1	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
AG-325-L02	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	14	-23.46	-88.77	0-100m	southern_tropical	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean	86.98	0.01	0.962	268828	299.97050938337804	1043497	1119	20	285760	0.340798	3.155429	0.031596	29.09	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	744	746	NA	NA	NA	NA	0.98	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
SAG-MED47	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0	41.670417	2.800167	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea	90.75	0.01	0.964	104783	293.461786001609	1131395	1243	43	232649	0.342732	3.160406	0.03112	28.55	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	744	746	NA	NA	NA	NA	0.98	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
AG-325-L05	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	14	-23.46	-88.77	0-100m	southern_tropical	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean	88.57	0.03	0.961	64364	292.30104712041884	1042160	1146	30	198845	0.344142	3.169904	0.031268	28.66	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	744	746	NA	NA	NA	NA	0.98	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
AG-390-M07	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	87.87	0.33	0.964	89801	299.2166246851385	1105900	1191	25	346917	0.340436	3.15843	0.031795	28.68	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	744	746	NA	NA	NA	NA	0.98	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
SAG-MED01	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0	41.670417	2.800167	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea	94.71	0.01	0.959	154766	294.2191673212883	1167589	1273	19	272112	0.339363	3.153061	0.03187	28.42	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	744	746	NA	NA	NA	NA	0.98	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
AG-333-D08	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	112	-23.46	-88.77	100-200m	southern_tropical	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean	86.29	0.13	0.961	53413	292.5176470588235	1005538	1105	42	164811	0.347943	3.161322	0.030822	28.96	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	744	746	NA	NA	NA	NA	0.98	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
AG-447-N08	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	21.2	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean	97.66	0.05	0.964	224720	299.9338061465721	1180510	1269	21	400559	0.343973	3.166106	0.03141	28.61	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	744	NA	NA	NA	NA	0.98	1	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA
AG-410-L19	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	100	9.55	-50.47	0-100m	northern_tropical	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean	87.91	0.03	0.964	97289	294.8927659574468	1074421	1175	20	163202	0.343145	3.148756	0.031856	28.85	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	760	802	NA	NA	NA	NA	0.82	1	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA
AG-447-K09	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	21.2	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean	96.56	0.06	0.966	343266	300.4318181818182	1186992	1276	12	496960	0.34408300000000003	3.1523	0.031871	28.67	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	760	802	NA	NA	NA	NA	0.82	1	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA
AG-359-F04	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	87.27	0.07	0.964	78865	300.55739058629234	1129078	1211	32	209763	0.343232	3.163523	0.031434	28.48	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	744	NA	NA	NA	NA	0.93	1	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
AG-426-I10	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	90.8	38.32	-68.87	0-100m	northern_temperate	GFST	Westerlies - Gulf Stream Province	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst GFST; inferred waterbody North Atlantic Ocean	90.48	0.2	0.962	92493	294.61088871096877	1144123	1249	30	136808	0.345287	3.157248	0.031445	28.59	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	744	NA	NA	NA	NA	0.93	1	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
AG-410-K05	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	100	9.55	-50.47	0-100m	northern_tropical	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean	95.76	0.04	0.965	57038	295.63933054393306	1094908	1195	34	134357	0.344066	3.160011	0.031293	28.74	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	744	NA	NA	NA	NA	0.93	1	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
AG-892-C18	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	88.81	0.02	0.965	136795	298.18755555555555	1039657	1125	26	231906	0.345473	3.158291	0.030971	29.15	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	744	NA	NA	NA	NA	0.93	1	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
AG-914-L04	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	86.02	0.02	0.965	95884	297.9619932432432	1093237	1184	49	213738	0.342123	3.146867	0.03203	29.37	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	746	NA	NA	NA	NA	0.93	0.83	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
AG-447-L14	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	21.2	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean	88.56	0.05	0.964	63418	296.763986013986	1052949	1144	28	142831	0.347588	3.161288	0.03112	28.74	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	744	NA	NA	NA	NA	0.93	1	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
AG-893-P10	I	Ia	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	85.04	0.03	0.962	102806	305.83594470046086	1031115	1085	32	179754	0.34384	3.144084	0.031028	29.19	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	758	744	NA	NA	NA	NA	0.93	1	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA
AG-325-G21	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	14	-23.46	-88.77	0-100m	southern_tropical	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean	87.56	0.53	0.961	91461	299.82805816937554	1091144	1169	27	165476	0.343337	3.157282	0.031724	29.07	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-430-G11	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	90	26.14	-44.83	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	90.33	0.04	0.969	112280	302.2114147909968	1159775	1244	27	155286	0.3415	3.135129	0.032153	29.2	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-916-J11	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	87.77	0	0.969	117465	298.7719298245614	1103182	1197	23	241751	0.342362	3.160122	0.031617	29.04	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-913-C02	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	86.01	0.04	0.963	280282	301.76785714285717	1101650	1176	24	311546	0.341597	3.151813	0.031959	29.23	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-390-G13	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	8	36.2	-53.31	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	87.7	0.62	0.967	80230	297.6352148272957	1092491	1187	41	115208	0.343069	3.145433	0.031819	28.09	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-439-C18	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	71.6	17.4	-24.5	0-100m	northern_tropical	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean	95.99	0.03	0.963	200953	298.75283630470017	1144340	1234	14	238941	0.344644	3.171487	0.031524	28.7	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-333-K06	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	112	-23.46	-88.77	100-200m	southern_tropical	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean	86.49	0	0.964	62895	296.70448307410794	1006550	1093	33	184788	0.345059	3.140802	0.031546	28.58	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	547	547	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
AG-430-J21	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	90	26.14	-44.83	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	85.45	0	0.962	65574	297.92857142857144	1037294	1120	32	209392	0.342524	3.142191	0.031613	28.71	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	547	547	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
